date,year,return,value,n_features
2024-02-12,2024,0.025114404339567332,30084.7570899263,9
2024-02-26,2024,0.03864804371119649,31247.4740969785,9
2024-03-04,2024,0.005942576752134898,31433.16461011014,11
2024-03-11,2024,-0.006657581955968761,31223.895740582873,12
2024-03-18,2024,0.024901089403777645,32001.404759953355,8
2024-03-25,2024,-0.00900311181794049,31713.292534568325,11
2024-04-01,2024,-0.022795507930732317,30990.37192308694,9
2024-04-08,2024,-0.04105373393968083,29718.101439464772,9
2024-04-15,2024,-0.019698449429610954,29132.700921115425,9
2024-04-22,2024,0.04932187127385124,30569.580245806286,9
2024-04-29,2024,0.006620854988674096,30771.977003678407,11
2024-05-06,2024,0.011523900240993767,31126.590196886948,12
2024-05-13,2024,0.011971330582297357,31499.216898033574,10
2024-05-20,2024,-0.027478934363235098,30633.651984399203,8
2024-06-03,2024,0.012515664683418692,31017.052500664482,10
2024-06-10,2024,-0.025499851687687147,30226.12226210833,7
2024-06-17,2024,-0.011773811537497736,29870.245595084903,9
2024-06-24,2024,0.005488039302887304,30034.174676897626,4
2024-07-01,2024,0.005944054985528702,30212.69946262208,4
2024-07-08,2024,0.031171856656563336,31154.485399478763,8
2024-07-15,2024,-0.023344351517251883,30427.204140974238,8
2024-07-22,2024,-0.032364336710383315,29442.44786100018,7
2024-07-29,2024,-0.03811719316591825,28320.18438860496,7
2024-08-05,2024,0.04245596500180475,29522.545145852233,9
2024-08-12,2024,0.07440807712589681,31719.260962017575,9
2024-08-19,2024,0.02766622955851288,32596.813317219126,13
2024-08-26,2024,-0.06915343672546437,30342.63165003504,7
2024-09-09,2024,0.09163220129111196,33122.993781093115,10
2024-09-16,2024,0.025500529183935507,33967.64765066719,11
2024-09-23,2024,0.011491410913718247,34357.9838475934,8
2024-09-30,2024,0.030699550521050112,35412.75850852402,13
2024-10-07,2024,0.021769522258695228,36183.67734311714,11
2024-10-14,2024,-0.006331958750887134,35954.563790725115,7
2024-10-21,2024,0.002989178868314035,36062.0384130278,8
2024-10-28,2024,-0.01773537740521076,35422.46455177155,9
2024-11-04,2024,0.010276358367699901,35786.4784917727,8
2024-11-11,2024,-0.032541249211345845,34621.94177677546,10
2024-11-18,2024,0.015658472489614404,35164.06849962413,11
2024-11-25,2024,-0.010960742521491196,34778.64419879168,11
2024-12-02,2024,-0.01615500104330716,34216.79516547539,7
2024-12-09,2024,-0.004306810652718107,34069.42990755485,10
2024-12-16,2024,-0.020356539912105932,33375.89419785901,9
2024-12-23,2024,-0.0076220245824204615,33121.50231182266,7
2024-12-30,2024,0.00980119450289656,33446.13259820898,10
2025-01-06,2025,-0.03295620390835678,32343.875032356464,7
2025-01-13,2025,0.0829130757671184,35025.60519351644,8
2025-01-27,2025,0.036113266483109044,36290.49420760207,9
2025-02-03,2025,-0.0028836643473483248,36185.84460330795,8
2025-02-10,2025,-0.009384361763270765,35846.263546841015,11
2025-02-24,2025,-0.022099908858813244,35054.06438952683,9
2025-03-03,2025,-0.02602375527050026,34141.82599661742,9
2025-03-10,2025,0.0651850918306807,36367.36405947405,9
2025-03-17,2025,0.0011837274950107334,36410.413108232315,9
2025-03-24,2025,-0.07074737681827964,33834.47189195498,10
2025-03-31,2025,-0.15663995653543647,28534.641685399703,11
2025-04-07,2025,0.013402204118888483,28917.068777726778,14
2025-04-14,2025,-0.008489108043571203,28671.588656569278,7
2025-04-21,2025,0.10835035970935909,31778.16560094734,6
2025-04-28,2025,0.03528158780656184,32899.34974092863,11
2025-05-05,2025,0.020048890796836815,33558.94521117145,12
2025-05-12,2025,-0.0026194421954076506,33471.03949405193,11
2025-05-19,2025,-0.013076903402511808,33033.34194380656,10
2025-06-02,2025,0.018091937656236824,33630.97910683106,7
2025-06-09,2025,0.002890312520542326,33728.18314682163,10
2025-06-16,2025,-0.026825970329386006,32823.3919064609,12
2025-06-23,2025,0.021899162127903948,33542.19668740821,11
2025-06-30,2025,0.050514742788442146,35236.572125631974,13
2025-07-07,2025,0.027389096863584473,36201.67001272159,10
2025-07-14,2025,-0.0077129318946854595,35922.44899743959,6
2025-07-21,2025,0.04863324380248182,37669.47421751429,11
2025-07-28,2025,-0.029247963306338564,36567.718817831366,12
2025-08-04,2025,0.026605182892586,37540.60966494443,7
2025-08-11,2025,0.0453144685862009,39241.74244231338,8
2025-08-18,2025,0.023137851543117184,40149.712053236864,9
2025-08-25,2025,-0.008279383149605635,39817.297203801776,7
2025-09-08,2025,0.001317344129622977,39869.75028653066,5
2025-09-15,2025,0.01216445807613975,40354.744192397324,9
2025-09-22,2025,0.007543143114002138,40659.14580316952,12
2025-09-29,2025,0.02266126808158777,41580.53360618351,14
2025-10-06,2025,-0.03843608175630283,39982.34081702554,10
2025-10-13,2025,-0.005829783815212741,39749.25241363613,14
2025-10-20,2025,0.030311768245277405,40954.1225407213,14
2025-10-27,2025,-0.019393310311165413,40159.886533767596,14
2025-11-03,2025,0.006717141159248774,40429.64616055433,8
2025-11-10,2025,-0.0034143977958995485,40291.60326581473,9
2025-11-17,2025,-0.009777210531512403,39897.663778032686,10
2025-11-24,2025,0.04864395286843912,41838.44385441214,11
2025-12-01,2025,-0.004117754613184976,41666.16340922215,12
